u,g,r,i,class
22.59555,20.76229,19.88874,19.63993,2
20.30542,17.85693,16.61891,16.0985,0
22.0982,22.94163,22.10209,22.25624,1
21.80418,21.96433,21.67025,21.45287,1
22.6358,22.6691,22.49276,21.60714,0
22.56524,20.91346,19.39619,18.77326,0
18.67509,17.34374,16.79945,16.59283,0
20.17418,19.77181,19.70557,19.86555,1
22.56997,22.28264,20.7226,19.76297,0
22.87512,22.06963,21.2415,19.94548,2
21.92905,21.57921,21.42893,21.47466,1
21.55363,21.2373,21.02824,20.53061,1
19.69017,18.82046,18.46835,18.32299,2
24.45624,19.88201,18.2561,17.64314,0
23.15564,22.97794,20.95544,20.20549,0
26.39396,20.69688,18.98954,18.40077,0
19.46548,17.68007,16.77691,16.35889,0
19.52641,17.85985,16.92815,16.43853,0
23.4893,22.49897,20.63541,19.72151,0
25.83187,23.95938,22.10695,20.6253,2
20.5127,19.47221,19.10252,18.98451,2
22.19278,21.75968,21.98767,21.60783,1
25.78885,22.96837,21.29701,20.09208,0
21.24155,21.30312,21.11171,20.98935,1
21.44873,20.34554,19.20359,18.81642,0
22.17471,21.41873,20.61076,19.8555,0
17.95819,17.02071,16.71356,16.56499,2
20.15398,18.25312,17.26463,16.72991,0
23.34586,24.40133,21.66442,20.57501,0
23.35515,21.61533,19.81614,19.03119,0
19.5809,17.5162,16.45389,15.99116,0
26.13809,21.43455,19.57495,18.81913,0
20.26008,18.3512,17.53136,17.22365,2
24.34873,21.10502,20.56603,20.27833,2
24.54133,22.95031,21.3168,20.25963,0
25.00203,21.63808,20.02887,18.9498,0
25.12767,23.50042,21.40676,20.12536,0
22.49274,21.06409,19.58027,19.0126,0
17.92193,16.79427,16.44464,16.33578,2
18.97169,17.54306,16.9096,16.60918,2
21.04463,20.96895,21.04064,21.04124,1
22.20021,21.68972,21.27295,20.91555,0
21.00199,21.08834,20.86,20.87079,1
23.96662,22.11089,20.42217,19.54656,0
20.32892,18.95465,16.84924,16.60794,0
23.83801,21.80183,20.9299,20.06491,0
18.93076,17.07127,16.13052,15.68037,0
26.03656,21.78893,20.37639,19.17925,0
25.56677,23.81634,24.34492,21.6293,2
22.08054,21.12848,20.6886,20.66529,1
21.99034,21.40635,21.50387,21.1151,0
22.28452,20.74635,19.10882,18.42712,0
19.75351,17.9122,17.10405,16.71461,0
21.57284,20.513,20.74426,20.74154,1
22.63893,22.3547,20.63245,19.66352,0
21.95882,21.43478,21.34726,21.34859,2
23.52166,22.53981,20.91035,19.7652,0
24.39851,22.60204,20.99331,19.98243,0
22.80593,22.65355,22.11634,21.39649,0
23.72231,22.337,21.41967,20.66495,0
21.15838,20.17904,18.48818,17.90606,0
19.21558,17.6161,16.75071,16.32424,0
21.72788,21.79098,21.39882,21.19216,1
22.83249,21.69464,21.38671,21.23474,1
22.19939,21.54025,21.31052,21.37086,1
22.98296,20.29148,19.78395,19.65965,1
22.32901,22.22398,21.72978,21.63687,1
19.6446,19.45307,19.23848,18.90634,1
15.47245,15.512,15.8791,16.17801,2
22.10378,20.58469,18.87433,18.27389,0
23.17756,25.06311,22.25102,20.59436,0
25.25361,23.85349,22.26505,21.02409,0
21.97731,22.10758,21.86601,21.88977,1
20.17336,19.06288,18.62594,18.5027,2
23.67549,21.72045,21.44155,21.1429,1
23.22172,21.99689,21.44419,20.93211,1
18.59496,17.35547,16.86877,16.68623,2
21.45401,20.80481,20.94399,20.74411,1
22.45911,20.66779,19.89608,19.53135,2
22.06666,21.95187,21.51361,21.18587,0
21.51859,21.77018,22.02016,21.26577,1
20.10968,17.81906,17.07187,16.64924,0
24.27073,23.08035,22.4238,22.32583,0
23.64992,23.22316,21.71041,20.32235,0
24.86269,22.97363,22.35739,21.94236,0
20.67613,19.15701,18.45662,18.20364,2
18.16604,17.21939,16.96849,16.85668,2
23.96515,21.82917,21.36641,20.99737,1
22.36829,20.05565,18.47987,17.9405,0
24.71965,22.51035,21.68899,21.23582,0
18.20639,16.47892,15.51652,15.03445,0
18.59532,17.41364,17.00971,16.85202,2
24.01388,22.40844,20.87477,19.92313,0
22.97266,22.48434,21.54359,21.02222,0
19.76878,18.09207,17.2393,16.76032,0
20.10906,18.63638,17.80142,17.31694,0
18.15955,17.12202,16.73011,16.45934,0
22.68748,21.94858,20.48613,19.83585,0
23.32589,21.16959,19.6637,19.04922,2
19.6983,19.47565,19.2668,19.27974,1
21.65435,21.30228,21.26369,21.10476,1
19.59787,17.23488,16.15919,15.71609,2
21.54284,21.606,21.45696,21.40816,1
22.02246,21.59148,21.15835,21.08991,2
21.12216,20.85298,20.92219,20.47899,1
20.87434,19.95748,19.29307,19.19829,1
19.48153,18.55076,18.24518,18.11121,2
21.84843,21.92271,21.52267,21.38321,1
21.22529,21.30157,21.29521,20.99635,1
18.35851,17.06477,16.52053,16.29901,2
21.8414,21.49309,20.38655,19.62742,0
22.50965,22.50601,20.7484,19.80066,1
18.89904,17.39296,16.69148,16.23493,0
19.75229,18.59531,18.85634,19.03376,2
18.95061,18.08125,17.84065,17.75573,2
19.11006,17.04869,15.33682,14.30014,2
20.81224,20.54192,20.41339,20.32342,1
19.78574,19.75197,19.37254,19.42882,1
22.9364,22.3911,20.38684,19.42156,0
27.15931,18.7357,17.42969,16.97255,0
24.6219,23.58977,21.93766,20.44395,2
23.99834,23.80595,21.03785,20.19853,0
20.2878,18.67956,17.80728,17.34936,0
22.68562,21.49529,20.23036,19.31338,0
18.04259,17.06816,16.72166,16.59669,2
19.38732,19.27662,19.08034,18.70576,1
26.40789,22.53523,20.93121,19.77065,0
24.31758,23.10195,20.66192,19.44902,0
23.18877,22.06434,21.138,20.04711,0
24.63471,22.27285,19.64912,18.81288,2
25.58304,22.5732,20.83684,19.81095,0
23.53096,23.32069,21.46172,20.30897,0
20.60246,20.5255,20.20548,20.1735,1
18.58284,17.0415,16.23743,15.66362,1
22.90257,24.07225,21.83263,20.58413,0
20.55274,18.36831,17.19289,16.71317,0
23.63382,23.09562,20.95072,19.80628,0
19.12287,17.41985,16.69769,16.2921,0
18.89777,17.12374,16.27947,15.91678,2
22.62387,21.77005,20.53605,19.74576,0
19.09604,18.00628,17.29027,16.91996,0
21.32274,21.01563,20.54511,20.35652,1
20.69578,19.55765,19.17546,19.02162,2
23.53217,20.4952,20.0343,19.99604,1
19.91498,19.4609,19.44083,19.24462,1
22.98842,21.64292,21.45418,21.5929,1
21.1862,20.88521,20.38227,20.20625,1
24.06883,21.12515,20.75604,20.50299,2
18.261,17.74013,17.29706,16.96099,1
23.88532,22.4763,20.88995,20.0616,0
19.43244,17.41613,16.36042,15.85131,0
21.86166,20.02429,19.23527,18.81887,0
21.23906,19.44468,18.64393,18.50349,2
22.45428,21.90755,20.50447,19.72673,0
21.69608,21.16871,20.88865,20.82523,1
19.27632,18.33007,17.99385,17.88296,2
22.50729,21.28283,21.09634,21.37367,1
19.66412,18.78611,18.46474,18.37544,2
22.30221,20.74615,18.96627,18.30354,0
20.90415,20.3723,20.09353,19.96756,1
23.85935,23.81473,21.83292,20.70583,0
17.07021,15.42603,14.69567,14.32791,0
24.63006,21.50846,20.38794,19.43853,0
21.23248,19.97265,19.41532,19.17656,2
22.24817,22.01458,21.76606,21.54773,1
21.98005,21.67045,21.37601,21.37836,1
25.22201,22.58629,20.71086,19.56964,2
21.44612,19.7372,19.35239,19.13754,2
26.22276,21.99958,20.51037,19.58427,0
24.08171,22.2332,21.08934,20.02214,0
24.39435,22.77358,22.28458,22.47008,0
21.56849,21.24857,21.24246,21.09459,1
22.45508,22.06413,21.66064,21.71535,1
25.99467,22.11064,20.55403,19.60269,0
21.04206,19.11723,17.85652,17.32693,0
20.90815,19.2114,18.10696,17.57463,0
20.20488,19.50575,19.02465,18.76929,0
23.49414,24.86599,21.82814,20.69969,0
21.44228,20.91069,20.37036,20.22316,1
20.73664,18.04001,16.9619,16.5871,2
21.2091,20.31115,20.11197,19.95305,2
20.11077,19.21976,19.02353,18.9511,1
22.4326,22.93105,21.75163,20.5023,2
24.31653,24.53066,21.57928,20.5122,0
23.45558,22.17041,20.49242,19.42108,0
21.58465,20.10609,19.8751,19.70786,2
22.42748,21.99452,21.94679,21.75401,1
22.13451,22.23206,21.87718,21.53567,0
22.87796,20.34851,18.95284,18.04323,2
20.89514,21.10872,20.8043,20.85161,1
22.51465,20.4597,18.84986,18.25357,0
21.91287,21.85183,21.73284,21.66195,1
25.78996,24.13432,21.79719,20.5155,2
24.8634,21.82364,20.23844,19.2186,0
24.33134,22.34676,20.72755,18.82545,2
22.51741,22.2519,21.9846,21.67963,2
20.52767,20.27088,19.96646,19.90732,1
21.0651,20.94781,20.41718,20.45415,1
23.92134,21.60662,19.53368,18.57631,0
19.50154,17.56002,16.54011,16.07502,0
23.52083,21.91911,20.94326,20.10896,0
27.07874,22.13592,19.80677,18.93491,0
17.77719,16.05596,15.40725,15.18724,2
22.17875,21.11924,20.66961,20.47354,2
20.543,18.69625,17.82386,17.39386,0
21.80092,21.55466,21.40097,21.43694,1
21.28393,18.9842,17.71724,17.2006,0
22.01211,20.61868,18.97135,18.34082,0
23.18726,22.29737,21.98972,21.9045,2
22.10103,21.4485,20.98995,21.33527,1
21.8455,21.57141,21.03325,20.73962,0
20.599,20.04281,19.87903,19.60263,1
21.375,18.95911,17.55533,16.34233,2
19.0006,18.75791,18.58335,18.6138,1
17.97459,17.07282,16.80874,16.71766,2
18.43317,17.60719,17.13231,16.56713,0
26.10933,23.55263,21.86469,20.61775,0
21.86595,21.27484,19.98262,18.93085,0
23.686,22.37326,20.34622,19.26647,0
22.86382,21.62657,21.27246,21.10345,1
21.40652,19.54773,18.14476,17.5969,0
23.81821,22.12525,20.58203,19.68742,0
23.26229,22.5461,21.91137,21.25633,0
19.35984,18.37241,17.95636,17.56822,0
20.40925,19.33583,18.77957,18.58055,2
24.12292,20.38142,18.61279,18.00462,0
22.48623,21.76758,20.00303,19.0714,0
22.45843,21.85924,21.62501,21.42242,1
19.98976,19.51999,19.25444,19.21458,1
22.84821,22.1726,20.48775,19.63049,0
19.75348,17.93351,17.04927,16.65536,0
22.3525,20.84404,19.87476,19.41079,2
26.71509,21.9806,20.35253,19.45875,0
20.7593,20.49564,20.12617,19.99487,1
23.98629,21.98663,20.6283,20.04572,1
16.7561,15.78762,15.51064,15.39428,2
20.88743,20.29347,20.28219,20.16965,1
20.48637,20.43933,20.25207,20.22887,1
21.39864,21.20566,21.31411,21.20289,1
23.63873,23.88372,22.18237,21.4869,0
20.45802,19.41236,19.31082,19.38921,2
21.90038,21.77224,21.36092,21.27186,1
20.26763,20.13282,19.72801,19.65957,1
21.09813,20.36499,20.19553,20.09903,1
18.92804,17.22284,16.53706,16.25021,2
22.34587,21.45331,20.31511,19.54258,0
19.08344,17.8919,17.31064,16.93272,0
25.5136,23.04264,21.17566,20.00634,0
20.28777,18.34767,17.16565,16.67203,0
21.90174,21.1893,21.26278,21.04901,2
22.44675,21.7921,21.55821,21.72421,1
27.12739,20.60938,18.86102,18.19721,0
22.20583,21.56129,21.36048,21.27281,1
17.62584,16.46729,15.95449,15.73085,2
20.82616,18.27902,17.27666,16.93546,2
22.19183,21.6834,21.71128,21.77857,1
23.01708,20.54074,18.88252,18.21826,0
23.35451,21.17758,20.92784,20.42539,1
23.70364,22.0976,20.56184,19.63964,0
22.29927,21.90528,19.99066,19.06497,0
23.42532,21.65981,20.08642,19.29227,0
23.4872,22.08427,21.1096,20.23149,0
20.7803,20.52942,20.43231,20.22692,1
21.48426,21.25546,21.17286,20.66929,1
19.67215,19.73012,20.08016,20.32139,2
18.59094,17.02616,16.50991,16.33177,2
21.04559,20.02391,19.59336,19.46286,2
18.1088,16.04368,14.96208,14.38109,0
21.37742,20.71218,20.52079,20.55629,1
24.92769,21.61694,21.13677,20.87511,2
20.88413,18.28274,16.75673,15.47172,2
23.24241,20.99357,20.52721,20.30989,2
22.45769,21.92119,21.88365,21.73706,1
24.39896,22.27595,20.47369,19.6706,0
24.79768,23.44734,21.06289,19.99511,0
24.55121,21.92621,20.57249,19.54766,2
20.31347,20.20156,20.06354,19.74979,1
19.30117,18.13651,18.22337,18.38725,2
21.88793,20.42971,20.20626,20.05443,2
19.66378,18.75551,18.42754,18.30923,2
21.29155,21.10534,19.3137,18.63873,0
21.65513,21.9745,20.60788,19.65367,0
22.40835,22.61197,21.95123,21.58776,1
24.33535,25.24336,19.72407,24.6315,0
21.96015,21.67198,21.39108,21.24125,1
20.65969,20.35803,19.97823,19.5531,1
22.69661,21.89312,20.1615,19.19614,0
23.46101,22.39233,21.7798,20.73678,2
22.75588,21.57155,21.42019,21.58172,2
20.80314,20.15734,20.07494,20.10331,1
20.13768,19.16576,18.78999,18.64749,2
19.69533,18.27724,17.64927,17.39456,2
21.59951,19.30818,17.89025,17.39112,0
22.09333,22.21551,20.15067,19.06937,0
20.88307,19.42145,17.896,17.35492,0
22.07962,21.98829,21.47583,21.11906,0
24.79678,21.44371,20.42406,19.64305,0
21.70712,21.32928,20.97845,20.36787,1
25.21274,22.93366,20.75988,19.80714,0
22.9466,20.65402,19.34069,18.70773,2
18.92267,17.98277,17.6328,17.49846,2
18.97706,18.61201,18.77608,18.96122,2
22.27554,20.63279,20.29497,20.14895,2
22.95076,22.87814,21.44621,20.5354,0
20.55683,18.42596,17.52025,17.21332,2
22.36202,19.76403,18.51746,17.73216,2
19.26313,17.88021,17.22519,16.83558,0
19.33316,17.46397,16.53313,16.08784,0
24.63466,20.76278,21.4342,20.61447,2
21.84697,20.86687,20.72111,20.77365,2
24.7934,21.59897,19.99269,19.02008,0
24.80886,24.91369,22.07801,21.18507,2
22.45626,21.05757,20.3764,20.16861,2
23.75907,22.56198,20.72782,19.72516,0
22.89215,21.3543,21.10732,21.0846,1
23.62859,21.72461,20.51622,19.736,0
21.31787,19.60295,18.43581,17.36128,2
20.13344,19.05384,18.83702,18.79482,0
19.36232,18.36058,18.11293,18.03793,2
20.42382,19.2135,18.2935,17.78938,0
26.22368,25.8292,22.64137,20.71844,0
20.58833,19.24245,18.95759,18.76526,2
22.7466,22.65031,21.01694,20.08412,0
18.7573,17.81261,17.48299,17.26766,0
24.69372,23.39267,20.95352,19.88248,0
19.11403,17.9731,17.45805,17.1058,0
25.03434,21.83968,20.42784,19.50303,0
24.67288,22.21516,20.95842,20.71379,1
23.30961,21.85803,20.24108,19.63801,0
20.38466,20.35893,20.35337,19.80521,1
24.5342,23.02155,21.72233,19.44912,2
19.52563,18.20859,17.5195,17.14411,0
20.82306,20.90606,22.81988,21.11013,0
20.01076,19.41783,19.19591,19.0271,1
21.53253,18.839,17.6325,17.14777,2
26.85594,21.96581,21.30183,21.05877,2
21.28921,19.88829,19.63046,19.51057,2
19.92881,17.45313,16.44169,15.99665,0
24.21437,20.94991,20.54005,20.37813,1
23.10994,21.7325,21.90429,21.91607,1
23.32141,21.45931,19.95325,18.80742,2
19.84442,18.97647,18.65133,18.4936,2
23.73885,23.39921,21.97266,20.6701,0
22.05356,21.93338,21.34056,21.31831,1
22.71919,21.06142,19.26247,18.65596,0
25.20793,22.33422,20.86592,20.03864,0
24.66713,21.5496,20.19132,19.69621,0
26.0308,20.90065,19.21205,18.55052,0
26.42637,24.26013,22.44172,20.7466,2
19.28896,17.58046,16.88804,16.58804,2
21.6887,21.56305,21.2904,20.92466,1
21.43554,21.72077,21.22323,21.06958,1
22.70445,20.47006,18.84402,18.21586,0
25.68374,21.73884,20.09777,19.53035,0
23.83932,21.54532,20.08967,19.11551,0
23.73583,20.7534,19.07258,18.4458,0
20.4139,18.33488,17.12825,16.66977,0
18.72369,17.63006,17.44651,17.39075,2
16.99222,15.77348,15.36945,15.2455,2
23.76945,21.8978,21.55613,20.9889,1
20.00037,19.10843,18.82248,18.70201,2
25.70159,21.89778,21.83019,22.24353,1
21.67274,19.32023,17.98535,17.44014,0
22.29458,22.09767,21.66557,21.86027,1
21.32967,20.91953,20.64212,20.67092,1
23.43381,21.46662,21.17567,21.00454,2
25.128,21.85782,21.42057,21.32006,2
21.73435,21.92143,21.11803,21.25007,1
18.18704,17.20247,16.91394,16.79438,2
21.57654,19.40749,17.94158,17.38311,0
22.33277,21.55671,20.70348,19.72131,0
22.17983,19.50047,18.06785,17.31072,2
20.05517,18.95231,18.48821,18.17715,0
17.55136,15.87545,15.07107,14.66937,0
21.49655,20.21887,18.61631,18.06404,0
21.38659,20.63753,20.60007,20.55525,1
21.41599,19.21054,17.90409,17.41218,0
24.47907,22.02408,20.13067,19.14253,0
19.37618,18.15018,17.45297,17.08683,0
18.64278,17.10205,16.4804,15.88405,0
19.92859,17.85776,16.83421,16.45668,0
22.3383,23.04466,21.15461,20.18546,1
24.49538,22.01449,20.56613,19.62992,0
19.45677,17.34142,16.30661,15.7031,0
21.07884,21.00373,21.07473,20.76036,1
20.74871,20.55431,20.41546,20.15237,1
20.4499,18.41047,17.22962,16.68328,0
18.78531,17.88928,17.67678,17.60673,2
22.81359,22.36653,21.82594,21.2588,0
24.43083,20.13978,19.82022,19.6725,1
18.79857,18.7024,18.53274,18.4049,1
20.62608,20.11979,20.36591,20.6394,2
23.9786,21.52319,20.33557,19.95123,2
20.58951,19.52256,19.18579,19.09792,2
20.47221,20.33527,20.13804,19.94697,1
23.93949,22.36189,21.77657,20.12691,2
20.68765,20.21372,20.27047,20.40531,2
18.86114,17.89528,17.47618,17.34733,2
20.6288,19.5523,19.23937,19.11026,2
23.57133,22.57648,20.64773,19.53034,0
20.61646,20.2018,20.05391,19.9646,1
21.13438,18.89582,17.55082,17.02276,0
21.22911,20.65551,20.58959,20.47704,1
21.40915,20.96532,20.60427,20.63544,1
21.62469,19.65476,18.07683,17.5319,0
22.70596,19.72277,18.24136,17.64983,0
22.23744,20.55471,18.9076,18.13438,0
23.44221,23.67088,20.74709,19.32534,0
20.61213,20.18499,20.05757,19.80474,1
17.1081,15.95585,15.87906,15.90253,2
23.09172,21.46025,21.57885,21.49049,2
24.95336,23.46644,22.9229,20.88834,1
21.39738,18.99648,17.41069,16.20964,2
22.22492,21.22277,20.90701,20.65944,2
24.1309,22.79691,20.58063,19.72931,0
22.78736,22.77872,21.98526,21.14818,0
24.51246,22.96184,21.88831,21.37808,0
21.3592,21.22026,20.73998,20.08501,0
20.24541,19.13433,18.51836,18.17103,0
19.46598,17.99929,17.08281,16.5481,0
24.51728,20.62947,18.94639,18.32991,0
23.68331,20.9196,19.14312,18.4614,0
19.71048,18.82764,18.56283,18.45161,2
18.55654,18.66852,19.07936,19.35638,1
27.28635,18.47016,18.11678,17.57866,0
20.86812,20.07217,19.70105,19.49636,2
26.61366,21.9763,20.24012,19.25977,0
24.12859,22.4362,21.99273,21.77885,1
18.03514,17.14775,16.8321,16.70641,2
19.13785,18.20921,22.27007,20.31893,2
23.73181,21.64658,19.62708,18.97711,0
19.73992,17.9587,16.89668,16.42,0
24.59336,22.09992,20.57235,19.73746,0
22.64003,21.0984,19.21446,18.43489,0
19.67761,18.88959,18.58731,18.46029,2
21.68497,19.2011,17.73663,16.58983,2
21.3826,21.95429,20.81753,19.78224,0
24.49357,20.72889,19.67318,19.7994,2
24.81683,22.0037,19.8705,19.0742,0
23.96359,24.41554,21.92542,20.89438,0
22.19221,21.82224,21.4661,21.55574,1
22.03773,18.80866,17.53959,16.985,2
19.09223,18.17939,17.80841,17.50564,0
22.61381,21.72602,19.93927,19.02861,0
23.06098,21.72273,20.39827,19.57262,0
21.94419,21.07611,20.66276,20.49532,2
20.57035,20.23487,19.939,19.6194,1
22.78434,20.98723,20.96509,21.05918,1
21.78156,21.67647,21.37106,21.53943,1
20.99392,21.04426,20.68817,20.60505,1
22.01952,21.29754,20.05288,19.32378,0
21.0921,19.53193,18.01153,17.51956,0
17.60106,17.70332,17.59658,17.48339,1
22.44514,21.29777,21.04071,21.04598,1
19.92667,18.11292,17.2512,16.82595,0
22.92837,22.9612,22.47132,22.06307,0
21.88975,20.96858,19.54222,18.7695,0
17.72078,16.83196,16.60345,16.50739,2
21.79815,21.39296,20.67779,20.73131,1
21.59391,21.52842,20.89164,20.71017,0
21.62991,21.17039,20.89828,20.93422,1
21.23893,20.86391,20.54784,20.42465,1
21.29585,21.39291,21.47859,21.28193,1
21.64944,21.81232,21.76821,21.58848,1
19.48967,19.38215,19.17442,19.16525,1
22.30563,21.0837,19.94949,19.41013,0
22.46671,23.05902,21.19646,20.18634,0
23.16931,22.12063,20.26178,19.18848,0
27.30018,21.87762,20.46883,19.60989,0
22.63276,22.63794,20.71971,19.7121,0
23.22624,22.43963,20.42225,19.47366,0
22.93749,22.65824,21.18681,20.10464,0
24.07237,22.4303,21.0658,19.95673,0
24.63432,20.8794,20.20232,20.12272,2
18.15783,16.66825,16.06221,15.81153,2
20.96313,20.08714,19.58449,19.23347,0
20.70475,19.48913,18.79692,18.44087,0
24.24988,23.34794,21.80795,21.28117,0
26.12021,22.44189,20.59213,19.78159,0
20.99358,20.40626,20.57264,20.55044,2
19.04253,17.64677,17.02695,16.62698,0
21.74859,18.68043,17.7048,17.18813,0
18.83182,16.87527,16.17631,15.75621,0
25.88902,22.17081,20.62716,19.61392,2
22.47017,21.82437,20.8335,19.68408,2
22.28817,21.36749,20.24936,19.5258,0
20.18989,20.14864,20.13639,19.9809,1
22.87146,21.72862,21.38956,21.16814,1
23.15298,21.28875,20.87355,21.11142,1
22.15452,21.21183,21.1804,21.11826,2
23.29334,21.29303,20.64048,20.06132,0
23.9143,22.06628,20.47074,19.37965,2
23.07835,23.03703,21.77405,20.11437,2
21.79428,21.37769,21.1347,20.74974,1
21.0456,20.62264,20.11115,19.95503,1
23.23079,22.2159,20.482,19.46621,0
24.02032,23.56187,21.2949,20.02472,0
21.90328,21.19124,19.951,19.21397,0
22.37096,22.1164,20.40579,19.53224,0
19.63054,18.11172,17.43897,17.09239,0
22.48424,21.75665,21.61867,21.68627,2
26.37095,20.75589,19.0504,18.35404,0
21.22325,20.61452,20.43162,20.44395,1
23.36197,23.26534,21.36932,20.17181,0
20.03687,19.95334,19.88765,19.63172,1
20.8268,19.5808,19.29217,19.23988,2
20.32776,19.83251,19.47823,19.10785,0
19.88565,18.51455,17.94921,17.68686,0
26.29658,21.56952,19.67984,18.90642,0
23.32537,21.01405,20.55371,20.40864,1
23.9958,19.54861,18.40163,17.81318,0
24.3245,22.31109,21.75901,21.28722,0
24.88943,22.66421,20.66814,19.65987,0
24.74664,22.17729,20.32984,19.37917,0
19.66747,18.48413,17.89156,17.49687,0
23.88357,22.41434,20.63571,19.8535,0
18.20382,17.0243,16.63922,16.48968,2
22.35369,20.77266,19.02411,18.35676,0
20.33221,19.25169,18.21484,17.7341,0
22.35298,21.48775,20.05299,19.31439,0
22.50022,22.1021,20.57909,19.60908,0
24.7431,23.49102,21.7664,20.53712,2
21.6868,20.88841,20.67273,20.63385,1
21.07778,20.89413,20.70052,20.53113,1
23.27966,19.87556,18.3475,17.80403,0
23.60919,21.91578,21.91162,21.88042,1
21.19512,20.76142,20.87442,20.70557,1
21.92316,21.73951,21.4913,21.56174,0
22.1546,21.87728,22.05496,21.32423,1
20.61935,19.35447,18.99975,18.83821,2
20.54134,18.96277,18.27187,17.97358,0
20.3138,18.59962,17.7076,17.32119,0
20.60472,20.71157,20.65483,20.13027,1
18.48811,17.42064,16.94101,16.56986,0
19.88671,17.99712,16.62543,16.11117,0
24.70337,22.21227,21.34209,20.03629,2
19.08228,18.10613,17.77351,17.62447,2
20.24444,19.56869,19.01917,18.61418,1
22.53633,21.65808,21.67136,21.78228,2
17.84361,16.27116,15.70148,15.5029,2
23.66629,23.00202,21.62712,20.36002,0
26.21895,22.12666,20.4566,19.49478,0
25.21929,26.3144,21.32222,20.29137,0
21.09113,20.82424,20.60292,20.52243,1
21.42511,20.13054,19.80539,19.78959,1
22.66047,21.81071,20.09291,19.30033,0
21.0016,19.50506,18.16639,17.60248,0
23.2567,21.14757,20.87496,20.65832,2
24.05666,22.59955,21.45883,20.52264,1
22.16812,22.09582,20.29563,19.47772,0
23.93197,22.1897,20.72569,19.71296,0
20.06749,18.04499,16.96858,16.41392,0
22.41071,20.55839,18.78467,18.11378,0
22.33862,22.38015,20.59521,19.71211,0
22.03935,20.30315,18.67265,18.10645,0
23.17418,23.30967,22.34327,22.11525,0
22.89382,22.13311,21.74633,21.63373,2
23.934,21.42016,19.82801,18.84855,0
23.12989,22.26236,21.7667,21.60318,0
17.38938,16.32273,16.03909,15.72988,0
25.2874,23.51552,21.73925,20.81134,2
20.49406,19.47099,19.04634,18.71967,0
